bookmaker,ev,impl_prb,label,league,line,market,odds,subject,true_prb
Pick6,-0.0726,0.5747126436781609,Under,NBA,16.5,Points + Rebounds,1.74,Jaden McDaniels,0.5329815303430079
BetMGM,-0.0729,0.6666666666666666,Under,NHL,2.5,Total Shots on Goal,1.5,Mikael Granlund,0.6180904522613065
ESPNBet,-0.0729,0.6666666666666666,Under,NHL,2.5,Total Shots on Goal,1.5,Mikael Granlund,0.6180904522613065
ESPNBet,-0.0729,0.6666666666666666,Under,NHL,2.5,Total Shots on Goal,1.5,Mikael Granlund,0.6180904522613065
BetMGM,-0.0729,0.6666666666666666,Under,NHL,2.5,Total Shots on Goal,1.5,Mikael Granlund,0.6180904522613065
HardRock,-0.0737,0.5555555555555556,Over,NBA,53.5,Points + Rebounds + Assists,1.8,Nikola Jokic,0.5145888594164455
BetMGM,-0.0737,0.5555555555555556,Over,NBA,53.5,Points + Rebounds + Assists,1.8,Nikola Jokic,0.5145888594164455
BetMGM,-0.0737,0.5555555555555556,Over,NBA,53.5,Points + Rebounds + Assists,1.8,Nikola Jokic,0.5145888594164455
Unibet,-0.0753,0.5050505050505051,Over,NBA,16.5,Points + Rebounds,1.98,Jaden McDaniels,0.467018469656992
SugarHouse,-0.0753,0.5050505050505051,Over,NBA,16.5,Points + Rebounds,1.98,Jaden McDaniels,0.467018469656992
BetRivers,-0.0753,0.5050505050505051,Over,NBA,16.5,Points + Rebounds,1.98,Jaden McDaniels,0.467018469656992
BetRivers,-0.0753,0.5050505050505051,Over,NBA,16.5,Points + Rebounds,1.98,Jaden McDaniels,0.467018469656992
Unibet,-0.0753,0.5050505050505051,Over,NBA,16.5,Points + Rebounds,1.98,Jaden McDaniels,0.467018469656992
SugarHouse,-0.0753,0.5050505050505051,Over,NBA,16.5,Points + Rebounds,1.98,Jaden McDaniels,0.467018469656992
SugarHouse,-0.0756,0.5208333333333334,Over,NBA,39.5,Points + Rebounds + Assists,1.92,Cade Cunningham,0.4814814814814815
BetRivers,-0.0756,0.5208333333333334,Over,NBA,39.5,Points + Rebounds + Assists,1.92,Cade Cunningham,0.4814814814814815
Unibet,-0.0756,0.5208333333333334,Over,NBA,39.5,Points + Rebounds + Assists,1.92,Cade Cunningham,0.4814814814814815
SugarHouse,-0.0756,0.5208333333333334,Over,NBA,39.5,Points + Rebounds + Assists,1.92,Cade Cunningham,0.4814814814814815
Unibet,-0.0756,0.5208333333333334,Over,NBA,39.5,Points + Rebounds + Assists,1.92,Cade Cunningham,0.4814814814814815
BetRivers,-0.0756,0.5208333333333334,Over,NBA,39.5,Points + Rebounds + Assists,1.92,Cade Cunningham,0.4814814814814815
HardRock,-0.0758,0.5235602094240838,Under,NFL,15.5,Total Receiving Yards,1.91,Cole Kmet,0.48387096774193555
HardRock,-0.0758,0.5235602094240838,Under,NFL,15.5,Total Receiving Yards,1.91,Cole Kmet,0.48387096774193555
BetMGM,-0.0758,0.5235602094240838,Under,NFL,15.5,Total Receiving Yards,1.91,Cole Kmet,0.48387096774193555
DraftKings,-0.0758,0.5235602094240838,Under,NFL,15.5,Total Receiving Yards,1.91,Cole Kmet,0.48387096774193555
BetMGM,-0.0758,0.5235602094240838,Under,NFL,15.5,Total Receiving Yards,1.91,Cole Kmet,0.48387096774193555
Rebet,-0.079,0.6711409395973155,Under,NHL,2.5,Total Shots on Goal,1.49,Mikael Granlund,0.6180904522613065
Pinnacle,-0.079,0.6711409395973155,Under,NHL,2.5,Total Shots on Goal,1.49,Mikael Granlund,0.6180904522613065
Pinnacle,-0.079,0.6711409395973155,Under,NHL,2.5,Total Shots on Goal,1.49,Mikael Granlund,0.6180904522613065
Rebet,-0.079,0.6711409395973155,Under,NHL,2.5,Total Shots on Goal,1.49,Mikael Granlund,0.6180904522613065
PrizePicks,-0.0824,0.5405405405405405,Under,NBA,38.5,Points + Rebounds + Assists,1.85,Cade Cunningham,0.4960212201591513
Pinnacle,-0.0824,0.5405405405405405,Under,NBA,38.5,Points + Rebounds + Assists,1.85,Cade Cunningham,0.4960212201591513
Pinnacle,-0.0824,0.5405405405405405,Under,NBA,38.5,Points + Rebounds + Assists,1.85,Cade Cunningham,0.4960212201591513
PrizePicks,-0.0824,0.5405405405405405,Under,NBA,38.5,Points + Rebounds + Assists,1.85,Cade Cunningham,0.4960212201591513
BetMGM,-0.0834,0.4166666666666667,Over,NHL,2.5,Total Shots on Goal,2.4,Mikael Granlund,0.38190954773869346
ESPNBet,-0.0834,0.4166666666666667,Over,NHL,2.5,Total Shots on Goal,2.4,Mikael Granlund,0.38190954773869346
ESPNBet,-0.0834,0.4166666666666667,Over,NHL,2.5,Total Shots on Goal,2.4,Mikael Granlund,0.38190954773869346
BetMGM,-0.0834,0.4166666666666667,Over,NHL,2.5,Total Shots on Goal,2.4,Mikael Granlund,0.38190954773869346
Fliff,-0.0852,0.6756756756756757,Under,NHL,2.5,Total Shots on Goal,1.48,Mikael Granlund,0.6180904522613065
Fliff,-0.0852,0.6756756756756757,Under,NHL,2.5,Total Shots on Goal,1.48,Mikael Granlund,0.6180904522613065
BetRivers,-0.0855,0.5291005291005292,Under,NFL,15.5,Total Receiving Yards,1.89,Cole Kmet,0.48387096774193555
Unibet,-0.0855,0.5291005291005292,Under,NFL,15.5,Total Receiving Yards,1.89,Cole Kmet,0.48387096774193555
Unibet,-0.0855,0.5291005291005292,Under,NFL,15.5,Total Receiving Yards,1.89,Cole Kmet,0.48387096774193555
BetRivers,-0.0855,0.5291005291005292,Under,NFL,15.5,Total Receiving Yards,1.89,Cole Kmet,0.48387096774193555
SugarHouse,-0.0855,0.5291005291005292,Under,NFL,15.5,Total Receiving Yards,1.89,Cole Kmet,0.48387096774193555
SugarHouse,-0.0855,0.5291005291005292,Under,NFL,15.5,Total Receiving Yards,1.89,Cole Kmet,0.48387096774193555
DraftKings,-0.0865,0.5649717514124294,Over,NFL,15.5,Total Receiving Yards,1.77,Cole Kmet,0.5161290322580646
Fliff,-0.0865,0.5649717514124294,Over,NFL,15.5,Total Receiving Yards,1.77,Cole Kmet,0.5161290322580646
Fliff,-0.0865,0.5649717514124294,Over,NFL,15.5,Total Receiving Yards,1.77,Cole Kmet,0.5161290322580646
Fliff,-0.0892,0.5649717514124294,Over,NBA,53.5,Points + Rebounds + Assists,1.77,Nikola Jokic,0.5145888594164455
Fliff,-0.0892,0.5649717514124294,Over,NBA,53.5,Points + Rebounds + Assists,1.77,Nikola Jokic,0.5145888594164455
HardRock,-0.0923,0.5464480874316939,Under,NBA,38.5,Points + Rebounds + Assists,1.83,Cade Cunningham,0.4960212201591513
BetMGM,-0.0923,0.5464480874316939,Under,NBA,38.5,Points + Rebounds + Assists,1.83,Cade Cunningham,0.4960212201591513
Fliff,-0.0923,0.53475935828877,Under,NBA,53.5,Points + Rebounds + Assists,1.87,Nikola Jokic,0.4854111405835544
ESPNBet,-0.0923,0.5464480874316939,Under,NBA,38.5,Points + Rebounds + Assists,1.83,Cade Cunningham,0.4960212201591513
HardRock,-0.0923,0.5464480874316939,Under,NBA,38.5,Points + Rebounds + Assists,1.83,Cade Cunningham,0.4960212201591513
Fliff,-0.0923,0.53475935828877,Under,NBA,53.5,Points + Rebounds + Assists,1.87,Nikola Jokic,0.4854111405835544
BetMGM,-0.0923,0.5464480874316939,Under,NBA,38.5,Points + Rebounds + Assists,1.83,Cade Cunningham,0.4960212201591513
ESPNBet,-0.0923,0.5464480874316939,Under,NBA,38.5,Points + Rebounds + Assists,1.83,Cade Cunningham,0.4960212201591513
HardRock,-0.0935,0.5,Over,NBA,9.5,Assists,2.0,Nikola Jokic,0.45324760092768757
Bovada,-0.0952,0.53475935828877,Under,NFL,16.5,Total Receiving Yards,1.87,Cole Kmet,0.48387096774193555
STNSports,-0.0952,0.53475935828877,Under,NFL,15.5,Total Receiving Yards,1.87,Cole Kmet,0.48387096774193555
STNSports,-0.0952,0.53475935828877,Under,NFL,15.5,Total Receiving Yards,1.87,Cole Kmet,0.48387096774193555
Bovada,-0.0952,0.53475935828877,Under,NFL,16.5,Total Receiving Yards,1.87,Cole Kmet,0.48387096774193555
Pick6,-0.0978,0.5747126436781609,Under,NBA,54.5,Points + Rebounds + Assists,1.74,Nikola Jokic,0.5185185185185185
Pick6,-0.0978,0.5747126436781609,Under,NBA,54.5,Points + Rebounds + Assists,1.74,Nikola Jokic,0.5185185185185185
Unibet,-0.1008,0.45454545454545453,Under,NHL,3.5,Total Shots on Goal,2.2,Jack Hughes,0.4087403598971723
BetRivers,-0.1008,0.45454545454545453,Under,NHL,3.5,Total Shots on Goal,2.2,Jack Hughes,0.4087403598971723
Unibet,-0.1008,0.45454545454545453,Under,NHL,3.5,Total Shots on Goal,2.2,Jack Hughes,0.4087403598971723
HardRock,-0.1008,0.45454545454545453,Under,NHL,3.5,Total Shots on Goal,2.2,Jack Hughes,0.4087403598971723
DraftKings,-0.1008,0.45454545454545453,Under,NHL,3.5,Total Shots on Goal,2.2,Jack Hughes,0.4087403598971723
BetRivers,-0.1008,0.45454545454545453,Under,NHL,3.5,Total Shots on Goal,2.2,Jack Hughes,0.4087403598971723
DraftKings,-0.1008,0.45454545454545453,Under,NHL,3.5,Total Shots on Goal,2.2,Jack Hughes,0.4087403598971723
HardRock,-0.1008,0.45454545454545453,Under,NHL,3.5,Total Shots on Goal,2.2,Jack Hughes,0.4087403598971723
Pick6,-0.1019,0.5747126436781609,Over,NFL,15.5,Total Receiving Yards,1.74,Cole Kmet,0.5161290322580646
Pick6,-0.1019,0.5747126436781609,Over,NFL,15.5,Total Receiving Yards,1.74,Cole Kmet,0.5161290322580646
PrizePicks,-0.102,0.5405405405405405,Under,NBA,53.5,Points + Rebounds + Assists,1.85,Nikola Jokic,0.4854111405835544
PrizePicks,-0.102,0.5405405405405405,Under,NBA,53.5,Points + Rebounds + Assists,1.85,Nikola Jokic,0.4854111405835544
Unibet,-0.1025,0.425531914893617,Over,NHL,2.5,Total Shots on Goal,2.35,Mikael Granlund,0.38190954773869346
Unibet,-0.1025,0.425531914893617,Over,NHL,2.5,Total Shots on Goal,2.35,Mikael Granlund,0.38190954773869346
BetRivers,-0.1025,0.425531914893617,Over,NHL,2.5,Total Shots on Goal,2.35,Mikael Granlund,0.38190954773869346
BetRivers,-0.1025,0.425531914893617,Over,NHL,2.5,Total Shots on Goal,2.35,Mikael Granlund,0.38190954773869346
Fliff,-0.1025,0.425531914893617,Over,NHL,2.5,Total Shots on Goal,2.35,Mikael Granlund,0.38190954773869346
Fliff,-0.1025,0.425531914893617,Over,NHL,2.5,Total Shots on Goal,2.35,Mikael Granlund,0.38190954773869346
Sleeper,-0.1038,0.6896551724137931,Under,NHL,2.5,Total Shots on Goal,1.45,Mikael Granlund,0.6180904522613065
Sleeper,-0.1038,0.6896551724137931,Under,NHL,2.5,Total Shots on Goal,1.45,Mikael Granlund,0.6180904522613065
PrizePicks,-0.1048,0.5405405405405405,Under,NFL,15.5,Total Receiving Yards,1.85,Cole Kmet,0.48387096774193555
PrizePicks,-0.1048,0.5405405405405405,Under,NFL,15.5,Total Receiving Yards,1.85,Cole Kmet,0.48387096774193555
Pinnacle,-0.1089,0.4587155963302752,Under,NHL,3.5,Total Shots on Goal,2.18,Jack Hughes,0.4087403598971723
Pinnacle,-0.1089,0.4587155963302752,Under,NHL,3.5,Total Shots on Goal,2.18,Jack Hughes,0.4087403598971723
Rebet,-0.1102,0.4291845493562232,Over,NHL,2.5,Total Shots on Goal,2.33,Mikael Granlund,0.38190954773869346
Rebet,-0.1102,0.4291845493562232,Over,NHL,2.5,Total Shots on Goal,2.33,Mikael Granlund,0.38190954773869346
Fliff,-0.1145,0.5464480874316939,Under,NFL,15.5,Total Receiving Yards,1.83,Cole Kmet,0.48387096774193555
Fliff,-0.1145,0.5464480874316939,Under,NFL,15.5,Total Receiving Yards,1.83,Cole Kmet,0.48387096774193555
Fliff,-0.1162,0.5128205128205129,Over,NBA,9.5,Assists,1.95,Nikola Jokic,0.45324760092768757
Fliff,-0.1162,0.5128205128205129,Over,NBA,9.5,Assists,1.95,Nikola Jokic,0.45324760092768757
Underdog,-0.1194,0.5494505494505494,Under,NFL,15.5,Total Receiving Yards,1.82,Cole Kmet,0.48387096774193555
Underdog,-0.1194,0.5494505494505494,Under,NFL,15.5,Total Receiving Yards,1.82,Cole Kmet,0.48387096774193555
ESPNBet,-0.1212,0.46511627906976744,Under,NHL,3.5,Total Shots on Goal,2.15,Jack Hughes,0.4087403598971723
ESPNBet,-0.1212,0.46511627906976744,Under,NHL,3.5,Total Shots on Goal,2.15,Jack Hughes,0.4087403598971723
BetMGM,-0.1212,0.46511627906976744,Under,NHL,3.5,Total Shots on Goal,2.15,Jack Hughes,0.4087403598971723
BetMGM,-0.1212,0.46511627906976744,Under,NHL,3.5,Total Shots on Goal,2.15,Jack Hughes,0.4087403598971723
Fliff,-0.122,0.5649717514124294,Under,NBA,38.5,Points + Rebounds + Assists,1.77,Cade Cunningham,0.4960212201591513
Fliff,-0.122,0.5649717514124294,Under,NBA,38.5,Points + Rebounds + Assists,1.77,Cade Cunningham,0.4960212201591513
Rebet,-0.1252,0.5181347150259068,Over,NBA,9.5,Assists,1.93,Nikola Jokic,0.45324760092768757
Rebet,-0.1252,0.5181347150259068,Over,NBA,9.5,Assists,1.93,Nikola Jokic,0.45324760092768757
Pinnacle,-0.1263,0.5555555555555556,Under,NBA,53.5,Points + Rebounds + Assists,1.8,Nikola Jokic,0.4854111405835544
Pinnacle,-0.1263,0.5555555555555556,Under,NBA,53.5,Points + Rebounds + Assists,1.8,Nikola Jokic,0.4854111405835544
DraftKings,-0.1267,0.53475935828877,Over,NBA,16.5,Points + Rebounds,1.87,Jaden McDaniels,0.467018469656992
DraftKings,-0.1267,0.53475935828877,Over,NBA,16.5,Points + Rebounds,1.87,Jaden McDaniels,0.467018469656992
Pinnacle,-0.1329,0.5952380952380952,Over,NFL,15.5,Total Receiving Yards,1.68,Cole Kmet,0.5161290322580646
DraftKings,-0.1343,0.5235602094240838,Over,NBA,9.5,Assists,1.91,Nikola Jokic,0.45324760092768757
DraftKings,-0.1343,0.5235602094240838,Over,NBA,9.5,Assists,1.91,Nikola Jokic,0.45324760092768757
BetMGM,-0.136,0.5405405405405405,Over,NBA,16.5,Points + Rebounds,1.85,Jaden McDaniels,0.467018469656992
PrizePicks,-0.136,0.5405405405405405,Over,NBA,16.5,Points + Rebounds,1.85,Jaden McDaniels,0.467018469656992
BetMGM,-0.136,0.5405405405405405,Over,NBA,16.5,Points + Rebounds,1.85,Jaden McDaniels,0.467018469656992
PrizePicks,-0.136,0.5405405405405405,Over,NBA,16.5,Points + Rebounds,1.85,Jaden McDaniels,0.467018469656992
Fliff,-0.1416,0.47619047619047616,Under,NHL,3.5,Total Shots on Goal,2.1,Jack Hughes,0.4087403598971723
Fliff,-0.1416,0.47619047619047616,Under,NHL,3.5,Total Shots on Goal,2.1,Jack Hughes,0.4087403598971723
Sleeper,-0.1434,0.5291005291005292,Over,NBA,9.5,Assists,1.89,Nikola Jokic,0.45324760092768757
Sleeper,-0.1434,0.5291005291005292,Over,NBA,9.5,Assists,1.89,Nikola Jokic,0.45324760092768757
Dabble,-0.1454,0.5464480874316939,Over,NBA,16.5,Points + Rebounds,1.83,Jaden McDaniels,0.467018469656992
Dabble,-0.1454,0.5464480874316939,Over,NBA,16.5,Points + Rebounds,1.83,Jaden McDaniels,0.467018469656992
HardRock,-0.1454,0.5464480874316939,Over,NBA,16.5,Points + Rebounds,1.83,Jaden McDaniels,0.467018469656992
HardRock,-0.1454,0.5464480874316939,Over,NBA,16.5,Points + Rebounds,1.83,Jaden McDaniels,0.467018469656992
Pick6,-0.1581,0.5747126436781609,Under,NFL,15.5,Total Receiving Yards,1.74,Cole Kmet,0.48387096774193555
Pick6,-0.1581,0.5747126436781609,Under,NFL,15.5,Total Receiving Yards,1.74,Cole Kmet,0.48387096774193555
Sleeper,-0.1598,0.45454545454545453,Over,NHL,2.5,Total Shots on Goal,2.2,Mikael Granlund,0.38190954773869346
Sleeper,-0.1598,0.45454545454545453,Over,NHL,2.5,Total Shots on Goal,2.2,Mikael Granlund,0.38190954773869346
Pick6,-0.1622,0.5747126436781609,Over,NBA,54.5,Points + Rebounds + Assists,1.74,Nikola Jokic,0.4814814814814815
Pick6,-0.1622,0.5747126436781609,Over,NBA,54.5,Points + Rebounds + Assists,1.74,Nikola Jokic,0.4814814814814815
Rebet,-0.1638,0.49751243781094534,Over,NHL,4.5,Total Shots on Goal,2.01,Jack Hughes,0.4160206718346253
Rebet,-0.1638,0.49751243781094534,Over,NHL,4.5,Total Shots on Goal,2.01,Jack Hughes,0.4160206718346253
Fliff,-0.1734,0.5649717514124294,Over,NBA,16.5,Points + Rebounds,1.77,Jaden McDaniels,0.467018469656992
Fliff,-0.1734,0.5649717514124294,Over,NBA,16.5,Points + Rebounds,1.77,Jaden McDaniels,0.467018469656992
Sleeper,-0.1824,0.7142857142857143,Under,NHL,4.5,Total Shots on Goal,1.4,Jack Hughes,0.5839793281653746
Sleeper,-0.1824,0.7142857142857143,Under,NHL,4.5,Total Shots on Goal,1.4,Jack Hughes,0.5839793281653746
Sleeper,-0.1827,0.5714285714285714,Over,NBA,16.5,Points + Rebounds,1.75,Jaden McDaniels,0.467018469656992
Sleeper,-0.1827,0.5714285714285714,Over,NBA,16.5,Points + Rebounds,1.75,Jaden McDaniels,0.467018469656992
Pick6,-0.1874,0.5747126436781609,Over,NBA,16.5,Points + Rebounds,1.74,Jaden McDaniels,0.467018469656992
Pick6,-0.1874,0.5747126436781609,Over,NBA,16.5,Points + Rebounds,1.74,Jaden McDaniels,0.467018469656992
Pick6,-0.2113,0.5747126436781609,Over,NBA,9.5,Assists,1.74,Nikola Jokic,0.45324760092768757
Pick6,-0.2113,0.5747126436781609,Over,NBA,9.5,Assists,1.74,Nikola Jokic,0.45324760092768757
